C1,C2,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150
43,Masaurhi,10/19/2020,15:23:00,Mithapur,189,2,30,2,2,2,2,2,1,1,Un employment,2,1,3,2,1,1,0,0,0,0,0,1,3,1,1,2,2,2,1,1,1,3,3,1,1,3,3,4,1,1,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,2,3,3,3,1,3,1,3,3,3,3,3,2,3,4,1,3,1,2,1,3,3,5,3,3,3,2,4,3,3,3,2,4,3,3,3,2,3,3,3,3,2,4,3,3,3,2,4,3,4,3,3,2,3,3,3,2,3,2,5,2,1,2,4,3,2,3,4,2,2,2,4,1,4,1,,1990,25000,1
44,Arrah bhojpur,10/19/2020,10:19:00,Bihita,194,1,40,1,3,1,5,2,1,1,Education,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,4,88,88,4,3,88,3,4,3,88,88,88,4,3,1,3,1,5,2,2,1,1,1,1,1,4,3,88,88,88,3,3,88,88,88,3,88,88,88,88,3,1,1,1,1,3,4,3,1,3,4,3,2,2,3,3,1,2,4,2,2,2,2,2,2,1,3,2,2,88,4,1,1,1,,1980,15000,1
45,Arrah bhojpur,10/19/2020,10:37:00,Bihita,194,2,46,1,3,1,3,2,1,1,Health and Hospital,1,88,2,2,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,3,2,2,1,1,3,2,3,1,1,1,1,1,1,1,3,4,88,88,88,3,88,2,2,3,88,88,88,88,3,1,3,1,3,2,2,1,1,2,1,1,1,3,2,1,1,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,1,1,4,2,3,3,4,2,1,1,2,3,2,4,2,1,2,2,3,2,2,1,1,1,2,1,,1974,30000,1
46,Phulwari,10/19/2020,15:38:00,Mithapur,188,2,40,2,2,2,2,2,2,1,Robbery,2,3,2,2,1,0,0,1,0,0,0,1,1,3,1,3,3,2,1,1,3,3,3,1,1,3,3,3,1,1,2,3,3,2,4,2,2,4,2,3,3,3,4,2,3,2,3,1,1,1,1,1,2,3,2,3,3,2,1,1,3,3,3,3,2,3,3,2,3,1,3,1,1,2,4,2,3,3,2,4,3,2,3,2,4,3,3,3,4,3,4,4,4,3,4,3,4,3,3,4,3,4,3,3,2,2,4,2,4,3,3,4,3,1,4,3,3,2,3,4,2,2,2,2,1,1,1,,1980,40000,1
47,Bikram,10/19/2020,10:55:00,Bihita,191,2,34,1,2,1,4,2,1,1,Un employment,2,1,2,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,2,2,1,1,1,1,1,3,3,88,88,2,3,88,4,4,3,88,2,88,3,3,88,2,88,4,1,3,3,4,3,88,1,3,2,2,1,1,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,3,4,2,3,4,4,3,3,2,3,2,2,2,3,2,2,4,1,2,2,1,4,2,2,2,2,1,1,1,1,1986,25000,4
48,Phulwari,10/19/2020,15:55:00,Mithapur,188,2,45,1,2,2,1,2,1,2,Un employment,2,2,4,2,1,0,1,1,0,0,0,1,3,1,1,3,3,4,1,1,3,3,2,1,1,3,3,4,1,1,3,3,4,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,1,1,1,1,3,3,3,3,2,3,1,2,3,4,2,3,2,2,3,3,3,1,2,2,2,3,2,2,3,2,2,3,2,3,2,3,3,3,3,3,2,4,2,3,2,3,4,2,3,3,3,3,2,3,3,3,2,3,1,3,3,2,2,5,3,1,5,3,3,2,2,5,2,2,2,2,1,4,1,,1975,40000,1
49,Bikram,10/19/2020,11:10:00,Bihita,191,2,40,1,2,1,4,2,1,2,Health and Hospital,2,2,3,2,1,1,1,1,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,1,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1,4,4,3,1,1,1,1,3,1,4,1,5,2,2,3,5,5,5,5,3,3,4,5,5,3,3,4,5,5,88,88,88,88,88,3,1,1,1,1,2,4,3,1,1,4,3,3,3,3,3,2,2,4,3,2,4,2,1,2,2,3,2,2,2,5,1,4,1,1,1980,35000,4
50,Jamui ,10/19/2020,9:10:00,Gandhi maidan,241,2,24,2,3,1,3,1,1,5,Un employment,1,2,1,2,0,0,0,0,0,0,0,1,99,88,1,88,2,99,1,1,4,3,88,1,88,1,3,4,1,88,3,2,88,2,4,4,2,88,2,88,2,3,3,88,3,4,1,99,1,88,1,1,1,3,1,4,1,3,88,4,1,2,2,2,3,3,1,1,3,1,3,2,2,99,3,2,4,1,1,88,2,4,1,2,88,2,3,1,1,3,1,3,1,88,2,1,3,1,88,3,1,3,2,4,88,3,4,3,88,3,4,99,1,1,88,3,88,2,1,5,2,5,2,3,1,4,1,1,1996,18000,3
51,Rajgir,10/19/2020,9:25:00,Gandhi maidan,173,2,30,1,3,1,2,88,1,2,Un employment,1,2,1,2,1,0,0,0,0,0,0,1,88,3,88,3,4,88,1,1,4,1,99,1,88,2,3,99,1,1,4,1,88,2,3,4,1,88,4,2,4,3,99,1,88,3,3,99,1,88,1,1,88,3,88,3,3,2,1,1,3,1,3,2,4,1,1,4,3,1,4,2,2,88,2,3,1,4,99,2,88,1,4,88,2,88,3,2,88,2,88,2,3,88,3,2,4,1,88,4,1,5,2,4,4,2,4,3,88,3,1,88,3,1,3,3,5,2,1,88,4,88,2,1,1,4,1,1,1990,12000,1
52,Barahra,10/19/2020,11:25:00,Bihita,193,1,47,2,3,1,4,2,1,2,Inflation,2,3,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,3,1,1,2,3,2,1,1,1,1,1,1,1,3,2,88,88,88,88,88,3,3,4,88,88,88,88,1,1,1,1,4,1,3,88,88,88,88,88,88,88,88,88,88,3,3,4,88,88,88,88,88,88,88,88,88,88,88,88,2,3,4,1,1,4,3,3,2,3,3,2,2,3,3,2,4,1,2,2,2,3,2,2,1,1,1,2,1,,1973,15000,1
53,Gaya Town,10/19/2020,9:40:00,Gandhi maidan,230,2,32,1,3,1,88,2,1,2,Inflation,1,1,1,2,0,0,1,0,0,0,0,1,99,1,88,2,4,88,1,88,2,2,88,1,1,99,99,99,1,88,2,88,88,2,88,2,4,99,3,88,3,3,88,2,88,2,88,88,1,1,1,88,88,3,88,1,3,1,1,2,3,1,4,1,3,1,88,3,88,1,2,2,2,99,4,2,4,1,99,2,88,3,5,88,5,2,4,1,2,5,1,5,1,99,3,88,3,2,1,88,2,2,3,88,3,1,99,2,3,3,2,5,2,1,99,2,5,88,1,88,2,88,2,1,1,4,1,1,1988,25000,2
54,Barahra,10/19/2020,11:41:00,Bihita,193,1,28,2,2,1,3,2,1,2,Inflation,2,88,4,2,1,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,2,3,2,1,3,2,3,3,2,1,1,1,1,1,3,2,88,88,88,88,88,88,88,3,88,88,88,88,2,88,88,88,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,4,3,3,3,3,2,1,2,4,3,2,4,1,1,2,2,3,2,2,2,1,1,99,1,,1992,40000,1
55,Barahra,10/19/2020,11:59:00,Bihita,193,2,42,1,3,1,3,2,1,2,Un employment,2,1,2,2,1,1,1,1,1,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,2,4,3,3,2,3,3,2,3,2,2,1,1,1,1,1,3,3,88,88,3,4,88,3,4,3,88,88,88,88,3,1,3,1,4,2,2,3,4,3,4,5,4,4,3,4,4,3,3,4,3,4,88,88,88,88,88,3,3,88,88,88,3,4,3,2,3,4,3,3,2,2,2,1,1,3,3,2,4,1,1,2,2,4,2,2,1,1,1,1,1,,1978,25000,4
56,Rajgir,10/19/2020,9:58:00,Gandhi maidan,173,2,28,2,4,1,5,1,1,5,Domestic violence,1,1,1,2,1,0,0,0,0,0,0,0,88,1,88,2,4,88,1,88,3,2,99,1,88,2,4,88,1,1,1,3,88,4,1,4,4,88,3,88,2,3,88,1,88,2,3,99,1,88,1,1,1,5,1,5,1,4,1,4,1,4,1,4,1,5,1,5,2,1,1,2,2,88,3,1,5,2,99,5,88,3,5,88,5,1,4,1,88,5,99,3,5,1,4,88,3,1,88,5,1,4,1,88,3,88,99,4,1,4,2,88,2,1,88,2,5,88,1,88,2,88,2,1,1,4,1,1,1992,12000,1
57,Masaurhi,10/19/2020,12:16:00,Bihita,189,1,30,1,2,2,2,2,2,2,Un employment,1,88,2,2,1,1,1,1,1,1,1,1,88,1,3,88,88,1,1,1,1,1,1,1,1,1,1,3,1,1,88,88,3,2,1,1,1,3,2,3,1,3,2,2,3,1,2,1,1,1,1,1,3,2,88,88,3,4,88,3,4,3,88,88,88,88,3,1,3,1,3,2,2,2,4,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,1,1,2,88,1,,1990,15000,4
58,Rajgir,10/19/2020,10:14:00,Gandhi maidan,173,2,29,2,4,1,4,2,1,2,Inflation,2,1,1,2,1,0,0,0,0,0,0,1,88,1,4,4,1,88,1,1,3,1,99,1,88,2,4,99,1,1,4,2,2,4,2,4,3,3,1,4,3,3,2,4,3,2,4,88,1,1,88,1,1,3,1,3,3,1,1,88,4,4,1,3,4,1,1,3,2,1,3,2,2,3,1,3,88,4,2,3,3,1,4,2,1,4,2,5,1,3,5,2,4,1,3,5,2,4,1,5,2,5,1,4,2,4,4,2,3,2,4,99,2,1,3,1,3,2,2,99,4,2,2,1,1,4,1,1,1991,12000,1
59,Barahra,10/19/2020,12:31:00,Bihita,193,2,43,1,2,1,3,2,1,2,Education,2,2,2,2,1,1,1,1,1,1,1,1,4,1,3,88,88,1,1,1,1,1,1,1,1,1,1,3,1,1,88,88,3,3,3,2,2,3,3,2,4,2,3,2,4,2,2,1,1,1,1,1,3,4,88,88,3,4,88,3,3,4,88,88,88,88,3,1,4,1,3,4,4,3,2,4,1,1,3,4,3,1,1,4,3,4,1,1,88,88,88,88,88,3,3,2,88,88,2,4,3,4,4,4,2,3,2,3,2,3,2,3,2,2,3,2,1,2,1,2,2,2,1,1,1,2,1,,1977,40000,4
60,Hilsa,10/19/2020,10:30:00,Gandhi maidan,175,2,20,1,3,2,5,2,1,2,Un employment,1,1,2,2,0,0,1,0,0,1,0,1,2,1,4,2,3,3,1,1,3,2,2,1,1,4,1,3,1,1,2,4,3,2,1,2,1,88,2,3,2,3,2,2,3,1,2,4,1,1,1,1,2,3,4,2,5,2,1,3,3,2,2,5,3,4,3,2,2,1,3,2,2,1,99,4,2,3,4,5,1,3,3,4,1,5,88,3,2,3,1,3,3,4,2,5,1,4,4,1,4,88,1,2,88,1,1,4,2,2,3,2,2,2,2,1,4,2,1,88,4,2,2,2,1,4,1,1,2000,15000,2
61,Arrah bhojpur,10/19/2020,12:53:00,Bihita,194,2,49,1,2,1,4,2,1,2,Poverty ,88,88,2,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,2,2,1,2,1,3,2,2,2,1,1,1,1,1,1,4,4,88,88,88,88,88,3,3,4,88,88,88,88,88,88,88,88,3,1,3,88,88,88,88,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,4,2,2,2,2,2,2,2,2,3,1,2,1,1,2,2,3,4,2,1,1,1,2,1,,1971,20000,1
62,Barahra,10/19/2020,13:15:00,Bihita,193,1,32,1,3,2,3,2,2,2,Un employment,2,3,1,2,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,4,2,2,3,2,3,2,2,2,3,2,3,2,1,1,1,1,1,3,3,88,88,88,3,88,4,3,4,88,88,88,3,3,1,4,88,88,2,4,2,4,3,4,3,3,4,3,1,1,3,4,3,1,1,1,1,1,1,1,3,3,2,1,1,3,4,2,3,3,4,3,3,2,3,2,2,3,2,3,1,2,1,1,2,1,3,2,2,2,1,1,4,1,3,1988,25000,4
63,Barahra,10/19/2020,13:56:00,Bihita,193,1,41,1,3,1,3,2,1,2,Poverty ,1,2,3,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,2,3,4,2,3,2,3,1,1,1,1,1,88,88,88,88,88,88,88,3,4,3,88,88,88,88,88,88,88,88,4,1,3,3,4,3,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,3,2,3,2,2,1,1,2,3,1,1,2,2,2,2,2,4,2,1,1,1,2,1,,1979,12000,1
64,Barh,10/19/2020,16:12:00,Mithapur,179,2,40,1,3,2,2,2,1,3,Education,2,1,2,2,1,1,0,0,0,1,0,1,4,1,3,2,3,3,1,1,2,3,3,1,1,3,2,3,1,1,2,2,3,2,2,2,3,4,2,3,3,2,4,3,3,4,3,4,1,1,1,1,2,2,3,2,2,2,1,2,2,3,2,3,3,2,2,3,3,3,2,2,1,2,3,2,4,3,5,4,4,5,5,3,5,3,4,5,5,5,5,4,4,3,4,3,3,3,4,4,3,4,4,2,2,2,3,3,3,2,2,3,2,1,3,3,3,2,1,2,2,2,2,1,1,4,1,,1980,20000,1
65,Rajgir,10/19/2020,10:46:00,Gandhi maidan,173,2,22,1,4,1,3,2,1,2,Un employment,1,1,1,2,1,0,0,0,0,1,0,1,3,88,3,88,4,2,1,1,88,3,3,1,1,3,2,4,1,88,3,3,4,4,4,2,3,2,4,3,1,4,3,3,1,3,2,4,1,1,1,1,3,4,2,2,3,3,1,4,1,1,4,2,3,1,3,4,1,1,2,2,2,1,2,3,4,4,4,88,3,88,2,2,88,5,99,3,5,2,3,1,99,4,2,5,1,3,4,5,3,2,4,4,4,3,4,2,4,2,4,5,2,1,4,2,4,2,1,4,2,2,2,1,1,4,1,1,1998,12000,1
66,Bankipur,10/19/2020,12:35:00,Banki Pur,182,2,40,1,4,1,5,2,1,2,Un employment,2,4,4,2,1,1,0,0,0,1,0,1,2,1,4,2,2,4,1,1,2,3,2,1,1,1,2,2,1,1,2,3,2,2,3,3,2,2,2,3,3,3,1,2,2,2,3,3,1,1,1,1,2,3,3,3,1,2,1,3,3,3,3,3,2,2,4,4,4,3,2,2,3,5,4,3,3,3,4,3,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3,1,2,2,2,2,2,2,2,2,1,2,3,3,2,2,1,1,2,2,2,1,1,1,1,1,1980,13000,4
67,Valmiki Nagar,10/19/2020,11:04:00,Frezar Road,1,2,29,2,4,2,4,2,1,3,Un employment,2,1,3,2,0,0,0,1,0,0,0,1,1,1,3,88,4,1,1,1,3,4,1,1,1,4,4,1,1,1,3,3,1,2,2,2,3,1,2,3,4,4,1,2,3,4,4,2,1,1,1,1,5,4,3,3,3,3,1,3,2,3,2,2,4,3,5,3,3,2,2,2,4,5,3,2,1,1,4,3,3,2,2,4,2,1,1,1,5,3,2,1,1,5,4,3,2,2,5,4,3,2,1,1,3,4,88,4,2,1,3,1,3,4,5,4,1,2,1,1,2,2,2,1,1,2,1,3,1991,12000,3
68,Bikram,10/19/2020,14:12:00,Bihita,191,2,31,1,4,1,2,2,1,2,Un employment,1,1,3,2,1,1,1,1,1,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,1,2,2,3,2,1,2,2,3,2,1,1,1,1,1,1,2,3,88,88,88,3,88,3,4,3,88,88,88,88,4,1,3,88,3,2,2,1,3,4,1,1,3,3,3,1,1,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,3,4,3,1,1,4,2,3,3,2,3,3,2,4,2,2,3,1,1,2,1,4,2,2,2,1,1,4,1,1,1989,20000,4
69,Barh,10/19/2020,16:32:00,Mithapur,179,2,45,1,2,2,2,1,2,2,Inflation,1,1,3,2,1,1,0,0,0,1,0,1,3,1,1,4,3,3,1,1,3,3,3,1,1,3,3,4,1,1,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,1,1,1,1,2,2,2,3,3,3,1,2,3,2,3,2,3,2,2,3,1,2,3,1,1,2,3,2,3,2,4,3,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,4,4,4,2,1,2,2,2,3,1,1,4,1,,1975,45000,2
70,Valmiki Nagar,10/19/2020,11:24:00,Patna Railway Station,1,2,33,1,4,2,5,2,5,5,Un employment,2,4,2,2,0,0,0,1,0,1,0,1,2,1,88,88,3,1,1,88,88,99,1,1,1,88,99,1,1,1,88,99,1,2,4,88,99,4,2,1,1,4,88,1,88,2,4,1,99,1,1,99,3,5,88,2,2,3,1,99,2,4,3,3,88,1,4,88,88,3,2,2,3,5,3,2,88,99,5,4,2,1,99,5,3,5,88,1,5,3,2,88,88,5,2,1,88,3,5,3,1,1,1,1,3,88,1,3,88,4,4,1,3,4,5,88,88,1,1,1,2,2,4,1,1,2,1,2,1987,13000,3
71,Jhajha,10/19/2020,11:01:00,Gandhi maidan,242,2,24,1,4,1,4,2,1,2,Un employment,1,1,1,2,0,0,1,0,0,1,0,1,2,1,1,3,88,2,1,1,4,3,2,1,1,4,2,3,1,1,1,3,2,4,99,4,2,2,4,1,3,2,2,1,3,2,2,2,88,1,1,1,1,4,3,3,1,2,1,2,5,1,2,3,4,2,2,4,4,2,4,2,5,3,3,2,5,3,4,1,1,3,5,1,3,2,4,2,2,1,4,2,4,88,3,1,2,3,1,3,1,2,3,4,1,3,4,4,2,4,2,5,2,2,4,2,5,2,1,4,2,2,2,1,1,1,1,1,1996,22000,2
72,Bankipur,10/19/2020,10:02:00,Bakar Ganj,182,2,40,1,2,2,2,2,1,2,Covind19,1,2,4,2,1,1,0,1,0,1,0,1,4,3,1,2,4,4,1,1,3,3,4,1,1,3,3,4,1,1,3,3,4,3,2,3,3,4,3,2,3,3,4,3,2,3,3,4,1,1,1,1,4,4,2,2,5,5,1,1,4,4,4,3,4,3,3,3,3,3,4,2,4,3,4,3,2,2,3,4,3,3,2,3,4,3,3,2,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3,4,3,4,88,4,4,88,4,5,2,5,5,3,4,5,1,4,5,2,4,1,1,4,1,,1980,25000,2
73,Sandesh,10/19/2020,14:41:00,Bihita,192,2,25,1,3,1,3,2,1,2,Un employment,2,1,3,2,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,2,3,3,2,2,2,4,2,3,2,2,1,1,1,1,1,2,3,88,88,3,2,1,2,3,2,88,88,88,2,3,88,4,88,2,3,1,3,4,3,88,1,3,88,1,1,1,3,2,3,1,1,88,88,88,88,88,3,88,88,88,88,3,4,3,4,4,4,3,2,2,3,2,3,2,3,2,2,3,1,2,2,1,3,2,2,1,1,1,4,1,1,1995,15000,2
74,Nawada,10/19/2020,11:16:00,Gandhi maidan,237,2,28,2,4,1,3,2,1,2,Inflation,1,1,1,2,0,0,0,0,0,0,0,1,3,1,1,2,4,3,1,1,4,1,4,1,1,1,3,4,1,1,2,2,2,3,2,3,2,88,2,3,2,3,2,4,2,3,2,2,1,1,1,1,3,3,4,1,4,2,1,2,4,2,4,2,4,2,3,4,2,2,3,2,2,1,1,5,3,2,3,1,2,4,3,2,2,4,5,2,4,2,3,1,4,5,99,2,2,4,4,1,3,3,3,3,4,2,3,4,1,2,3,5,3,3,5,2,2,4,1,5,1,2,1,1,1,4,1,1,1992,20000,2
75,Masaurhi,10/19/2020,15:17:00,Bihita,189,2,38,1,4,1,2,2,1,2,Poverty ,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,2,2,2,3,2,3,2,2,3,2,3,2,2,1,1,1,1,1,3,2,88,88,4,3,1,3,4,3,88,3,1,3,3,1,4,1,4,5,5,3,4,3,1,1,3,4,3,1,1,3,3,2,1,1,2,3,2,1,1,2,1,1,1,1,2,3,3,1,1,4,4,4,4,3,3,3,3,4,2,1,4,2,2,2,2,4,2,2,5,1,1,1,1,1,1982,35000,2
76,Valmiki Nagar,10/19/2020,11:38:00,Patna Railway Station,1,2,28,1,4,2,5,2,5,2,Un employment,2,3,3,2,0,0,0,1,0,1,0,1,1,1,88,88,88,1,1,1,4,88,1,1,1,4,88,2,1,88,3,4,1,3,4,88,88,1,2,4,88,88,1,3,4,3,3,1,1,1,88,99,5,3,2,2,2,4,88,2,2,4,2,1,88,1,5,3,1,2,1,2,4,1,3,1,88,88,5,4,2,1,88,5,3,1,1,1,5,3,1,2,1,5,3,2,1,4,4,2,99,3,88,1,3,88,99,4,2,3,4,1,3,5,5,2,4,88,1,1,4,88,2,3,1,2,1,3,1992,15000,2
77,Phulwari,10/19/2020,16:52:00,Mithapur,188,2,20,1,3,2,3,2,2,2,Un employment,2,3,3,2,1,0,0,0,0,1,0,1,2,1,1,3,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,3,4,2,3,3,2,4,2,3,3,2,4,4,3,2,1,4,1,1,1,1,2,3,3,2,3,3,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,1,3,2,3,2,1,3,2,3,2,3,3,3,4,3,1,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,4,1,4,4,3,3,4,1,4,2,2,3,1,1,4,1,,2000,22000,1
78,Nawada,10/19/2020,11:33:00,Gandhi maidan,237,2,24,2,2,2,3,1,1,2,Domestic violence,1,1,1,2,0,0,0,0,0,0,0,1,4,1,1,4,2,2,1,1,4,4,3,1,1,1,2,4,1,1,3,2,2,3,4,2,1,2,3,1,3,2,3,4,2,88,99,1,1,1,1,1,2,3,3,5,2,4,1,2,4,2,2,3,4,2,4,1,4,3,1,1,2,2,1,4,1,5,5,2,3,3,5,1,4,2,4,3,2,5,3,3,5,4,1,4,2,4,4,2,4,2,5,1,2,4,1,3,4,3,3,5,1,2,4,4,4,4,1,5,2,2,2,1,1,4,1,1,1996,6000,2
79,Bikram,10/19/2020,15:32:00,Bihita,191,2,43,1,4,1,2,2,1,2,Inflation,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,1,3,2,3,2,1,4,3,2,1,1,1,1,1,1,1,3,2,88,88,3,4,1,2,4,3,88,3,88,4,3,88,3,1,3,2,4,3,3,4,1,1,2,3,3,1,1,3,2,3,1,1,88,88,88,88,88,3,4,1,1,1,3,2,3,4,3,4,4,4,3,4,3,3,2,4,2,2,3,2,1,2,1,3,2,2,1,1,1,1,1,1,1977,25000,2
80,Gaya Town,10/19/2020,11:53:00,Gandhi maidan,230,2,25,2,4,1,2,2,1,2,School  fees ,1,1,2,2,0,0,0,0,0,0,0,1,88,1,1,1,2,3,1,1,4,1,2,1,1,3,1,3,1,1,1,4,1,4,1,4,1,2,4,1,3,1,88,1,3,1,3,1,1,1,1,1,1,2,1,4,5,2,1,2,2,3,3,4,2,5,1,4,2,2,2,1,2,1,1,3,2,5,2,4,1,3,5,2,88,4,3,5,1,4,1,5,2,1,5,2,4,2,1,4,1,1,3,2,2,1,1,3,2,3,4,5,2,2,5,1,3,4,1,5,2,5,2,1,1,4,1,1,1995,24000,2
81,Kumhrar,10/19/2020,10:54:00,kanakarbagh,183,1,45,1,2,2,2,2,1,2,Education,2,88,3,2,1,1,0,1,1,1,0,1,4,1,1,3,88,3,1,1,3,4,4,1,1,3,4,4,1,1,3,4,4,2,3,3,4,3,2,3,3,4,3,2,3,4,4,4,1,1,1,88,1,2,2,3,2,2,1,2,1,1,3,1,2,2,4,5,4,3,4,3,4,1,88,4,3,3,5,1,3,3,4,4,1,3,4,3,4,1,3,3,4,4,1,3,4,3,5,1,3,4,3,4,3,4,88,4,4,4,3,4,2,2,3,3,4,5,1,5,4,2,3,1,1,4,1,,1975,20000,1
82,Phulwari,10/19/2020,17:08:00,Mithapur,188,2,25,2,3,2,3,2,1,2,Inflation,2,2,2,2,0,0,0,0,0,0,0,1,4,1,1,3,2,3,1,1,3,3,3,1,1,3,3,3,1,1,3,2,3,2,3,3,2,4,3,4,3,4,3,2,3,2,3,1,1,1,1,1,2,2,3,2,3,2,1,1,3,3,3,3,3,3,2,3,2,3,2,2,1,2,4,3,4,3,3,4,3,3,3,3,4,2,3,3,2,3,2,3,3,2,4,2,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,4,3,2,3,3,4,2,1,4,2,2,3,1,1,1,1,,1995,20000,3
83,Bodh Gaya,10/19/2020,12:11:00,Gandhi maidan,229,2,28,2,4,1,2,2,1,2,Crime,1,1,1,2,0,0,0,0,0,0,0,1,4,1,1,1,3,4,1,1,3,1,88,1,88,1,2,88,1,1,2,3,1,2,3,3,2,88,1,4,3,1,1,2,4,3,1,1,1,1,1,1,2,1,2,4,2,4,1,3,2,2,1,3,3,1,2,2,3,2,2,2,2,3,4,2,4,2,5,3,4,1,4,1,4,1,3,3,1,1,4,3,4,2,1,4,3,3,3,5,3,2,4,3,2,4,2,4,3,1,3,5,2,2,5,2,5,2,2,5,2,2,2,1,1,4,1,1,1992,25000,3
84,Arrah bhojpur,10/19/2020,15:48:00,Bihita,194,2,36,1,3,1,2,2,1,2,Un employment,1,88,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,2,3,3,2,2,2,3,3,2,3,2,1,1,1,1,1,3,3,1,1,3,3,1,2,3,4,1,3,1,3,2,1,4,1,3,2,2,3,4,3,1,1,2,3,4,1,1,3,4,3,1,1,88,88,88,88,88,2,88,88,88,88,2,3,4,3,4,4,3,3,2,3,2,2,2,4,3,2,3,1,1,2,1,4,3,2,1,1,1,1,1,1,1984,20000,2
